Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,146.52999877929688,146.99000549316406,143.8800048828125,144.92999267578125,107.54956817626953,204935600
2008-01-03,144.91000366210938,145.49000549316406,144.07000732421875,144.86000061035156,107.4976577758789,125133300
2008-01-04,143.33999633789062,143.44000244140625,140.91000366210938,141.30999755859375,104.86327362060547,232330900
2008-01-07,141.80999755859375,142.22999572753906,140.10000610351562,141.19000244140625,104.7741928100586,234991000
2008-01-08,142.0800018310547,142.89999389648438,138.44000244140625,138.91000366210938,103.08229064941406,326365700
2008-01-09,139.08999633789062,140.7899932861328,137.6999969482422,140.3699951171875,104.16573333740234,301824900
2008-01-10,139.67999267578125,142.8000030517578,139.3699951171875,141.2899932861328,104.84843444824219,335701200
2008-01-11,140.77999877929688,141.89999389648438,139.0,140.14999389648438,104.00244140625,267076600
2008-01-14,141.16000366210938,141.86000061035156,140.39999389648438,141.27999877929688,104.84100341796875,170365500
2008-01-15,139.7899932861328,141.49000549316406,137.89999389648438,138.1699981689453,102.53311920166016,239940100
2008-01-16,137.36000061035156,139.1199951171875,136.27999877929688,136.97999572753906,101.65003967285156,378802600
2008-01-17,137.80999755859375,137.8800048828125,132.92999267578125,133.42999267578125,99.01566314697266,397892600
2008-01-18,134.74000549316406,135.02000427246094,131.10000610351562,132.05999755859375,97.9990234375,348561500
2008-01-22,127.20999908447266,132.42999267578125,126.0,130.72000122070312,97.004638671875,435923700
2008-01-23,127.08999633789062,134.19000244140625,126.83999633789062,133.86000061035156,99.33477783203125,511913000
2008-01-24,134.47999572753906,135.4600067138672,133.30999755859375,134.99000549316406,100.17332458496094,259949300
2008-01-25,136.50999450683594,136.75999450683594,132.60000610351562,133.0399932861328,98.72623443603516,269603900
2008-01-28,133.25999450683594,135.52000427246094,132.05999755859375,135.24000549316406,100.35883331298828,217934600
2008-01-29,136.10000610351562,136.4499969482422,134.8800048828125,135.91000366210938,100.85603332519531,168968300
2008-01-30,135.5800018310547,138.5399932861328,134.60000610351562,134.91000366210938,100.11398315429688,334939200
2008-01-31,133.39999389648438,138.5399932861328,133.1999969482422,137.3699951171875,101.93944549560547,343680800
2008-02-01,137.94000244140625,139.61000061035156,137.52000427246094,139.5800018310547,103.57946014404297,206843600
2008-02-04,139.2100067138672,139.3000030517578,137.63999938964844,137.82000732421875,102.27344512939453,124694300
2008-02-05,135.94000244140625,136.25,133.6699981689453,134.1300048828125,99.53512573242188,286882500
2008-02-06,134.5800018310547,135.25,132.41000366210938,133.0500030517578,98.73368835449219,250792900
2008-02-07,131.8000030517578,134.7899932861328,131.72999572753906,133.92999267578125,99.38671875,297368100
2008-02-08,133.08999633789062,134.22000122070312,132.10000610351562,133.07000732421875,98.74853515625,221643500
2008-02-11,133.10000610351562,134.22999572753906,132.0399932861328,133.75,99.2531509399414,188576300
2008-02-12,134.91000366210938,136.30999755859375,133.97999572753906,134.99000549316406,100.17332458496094,256654400
2008-02-13,136.00999450683594,137.05999755859375,135.13999938964844,136.3699951171875,101.19742584228516,181967800
2008-02-14,136.9499969482422,137.0,134.7899932861328,135.1699981689453,100.30687713623047,215207200
2008-02-15,134.5,135.22000122070312,133.91000366210938,135.13999938964844,100.28462219238281,154110300
2008-02-19,136.72000122070312,136.88999938964844,134.61000061035156,135.52000427246094,100.56661987304688,145190000
2008-02-20,133.99000549316406,136.5500030517578,133.75999450683594,135.9199981689453,100.86345672607422,220085700
2008-02-21,136.66000366210938,137.00999450683594,134.07000732421875,134.7899932861328,100.02490997314453,201051200
2008-02-22,134.97000122070312,135.85000610351562,132.86000061035156,135.6199951171875,100.64083862304688,205491000
2008-02-25,135.5399932861328,137.64999389648438,134.77999877929688,137.3300018310547,101.9097900390625,190107000
2008-02-26,136.75,138.9499969482422,136.5,138.36000061035156,102.67414855957031,212420700
2008-02-27,137.55999755859375,139.13999938964844,137.41000366210938,138.22000122070312,102.57023620605469,168395800
2008-02-28,137.24000549316406,137.9600067138672,136.5500030517578,136.8699951171875,101.56842803955078,170831100
2008-02-29,135.60000610351562,135.67999267578125,132.77999877929688,133.82000732421875,99.30509185791016,252715200
2008-03-03,133.13999938964844,133.80999755859375,132.24000549316406,133.5,99.0676040649414,189483500
2008-03-04,132.22999572753906,133.39999389648438,130.99000549316406,132.99000549316406,98.68919372558594,282513100
2008-03-05,133.4199981689453,134.77000427246094,132.33999633789062,133.8300018310547,99.3125,270681400
2008-03-06,132.97999572753906,133.22000122070312,130.5500030517578,131.05999755859375,97.2569351196289,247911700
2008-03-07,129.77000427246094,131.74000549316406,128.5800018310547,129.7100067138672,96.25515747070312,326434600
2008-03-10,129.83999633789062,129.92999267578125,127.58999633789062,128.0,94.98619079589844,235683600
2008-03-11,130.72000122070312,132.72000122070312,128.9499969482422,132.60000610351562,98.3997573852539,341440600
2008-03-12,132.74000549316406,133.77000427246094,131.16000366210938,131.36000061035156,97.47960662841797,229161100
2008-03-13,129.61000061035156,132.63999938964844,128.60000610351562,131.64999389648438,97.69474792480469,351504200
2008-03-14,132.77000427246094,132.80999755859375,127.77999877929688,129.61000061035156,96.1809310913086,484687800
2008-03-17,126.56999969482422,129.25999450683594,126.06999969482422,128.3000030517578,95.20885467529297,405311100
2008-03-18,130.6199951171875,133.69000244140625,129.97999572753906,133.6300048828125,99.16411590576172,334416600
2008-03-19,134.13999938964844,134.64999389648438,130.0399932861328,130.32000732421875,96.70783233642578,345971600
2008-03-20,130.0500030517578,132.91000366210938,129.25999450683594,132.0800018310547,98.49910736083984,245320700
2008-03-24,133.30999755859375,135.80999755859375,133.24000549316406,134.72000122070312,100.4679183959961,208977300
2008-03-25,134.86000061035156,135.5500030517578,133.77000427246094,134.85000610351562,100.56483459472656,192947200
2008-03-26,134.4600067138672,135.08999633789062,133.11000061035156,133.1999969482422,99.3343505859375,196934300
2008-03-27,134.1999969482422,134.44000244140625,132.36000061035156,132.77999877929688,99.02111053466797,225153200
2008-03-28,132.99000549316406,133.36000061035156,131.05999755859375,131.50999450683594,98.07403564453125,180896100
2008-03-31,131.2899932861328,132.72999572753906,131.08999633789062,131.97000122070312,98.41709899902344,166692100
2008-04-01,133.61000061035156,136.83999633789062,133.50999450683594,136.61000061035156,101.87738037109375,254547300
2008-04-02,137.0500030517578,137.6699981689453,135.97999572753906,136.6999969482422,101.94451904296875,210910800
2008-04-03,135.9600067138672,137.44000244140625,135.7100067138672,137.0399932861328,102.19806671142578,175884800
2008-04-04,137.1199951171875,137.9600067138672,136.1199951171875,136.88999938964844,102.08617401123047,204446800
2008-04-07,137.8699951171875,138.57000732421875,136.74000549316406,136.9600067138672,102.1384048461914,154245500
